Author,Target,Description,Attack,Target Class,Attack Class,Link,Tags,Day,Month,Year,AttackGroup,AttackEncoded,AttackClassEncoded,TargetClassGroup,TargetClassEncoded,Africa,Asia,Australia,Europe,North America,South America,AuthorKnown
?,Elexon,"Elexon, a middleman in the UK power grid network, reports that it fell victim to a cyber-attack (probably malware).",Malware,D Electricity gas steam and air conditioning supply,CC,zdnet.com,"Elexon, ransomware",14,5,2020,Malware,8,0,Manufacturing/ Energy,8,0,0,0,1,0,0,0
?,Service NSW,Service NSW reveals to have fallen victim to a phishing attack occurred on April 22.,Account Hijacking,"O Public administration and defence, compulsory social security",CC,zdnet.com,Service NSW,14,5,2020,Account Hijacking,1,0,Public Sector/ Government,12,0,0,1,0,0,0,0
?,Multiple Organizations,Researchers from Palo Alto Networks Unit 42 observe both the Mirai and Hoaxcalls botnets using an exploit for a post-authentication Remote Code Execution vulnerability in legacy Symantec Web Gateways 5.0.2.8.,Vulnerability,Y Multiple Industries,CC,securityaffairs.co,"Palo Alto Networks, Unit 42, Mirai, Hoaxcalls, Symantec",14,5,2020,Vulnerability Exploitation,14,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Multiple organizations,Researchers from Armorblox reveal the details of a phishing campaign exploiting Symantec URL Protection to evade detection.,Account Hijacking,Y Multiple Industries,CC,techrepublic.com,"Armorblox, Symantec",14,5,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Saint Paulus Lutheran Church,Saint Paulus Lutheran Church sues video chat company Zoom after a hacker allegedly hijacked a virtual Bible study class to post graphic images of child abuse.,Zoom bombing,S Other service activities,CC,bbc.com,"Saint Paulus Lutheran Church, Zoom",14,5,2020,Denial of Service,5,0,Other,10,0,0,0,0,1,0,0
?,Des Moines City Council,A Des Moines civil rights meeting is abandoned after being Zoombombed.,Zoom bombing,"O Public administration and defence, compulsory social security",CC,infosecurity-magazine.com,"Des Moines City Council, Zoom",14,5,2020,Denial of Service,5,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,Online Shops,Researchers at Sucuri discover a new WordPress malware used to scan and identify WooCommerce online shops to be targeted in future Magecart attacks.,Malware,G Wholesale and retail trade,CC,bleepingcomputer.com,"Sucuri, WordPress, WooCommerce, Magecart",15,5,2020,Malware,8,0,Retail Trade,14,0,0,0,0,1,0,0
?,Texas Department of Transportation (TxDOT),A new ransomware attack hits the network of the state’s Department of Transportation (TxDOT).,Malware,"O Public administration and defence, compulsory social security",CC,bleepingcomputer.com,"Texas Department of Transportation, TxDOT",15,5,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,Car owners in Moscow,A database with 129 million records of car owners in Moscow is being offered for sale on a dark web forum.,Unknown,X Individual,CC,bleepingcomputer.com,"Russia, Car owners",15,5,2020,Unknown,13,0,Multiple Industries,9,0,0,0,1,0,0,0
?,BlueScope,BlueScope confirms it was the victim of a cyber incident.,Unknown,C Manufacturing,CC,zdnet.com,BlueScope,15,5,2020,Unknown,13,0,Manufacturing/ Energy,8,0,0,1,0,0,0,0
"Tropic Trooper, AKA KeyBoy",Taiwanese and Philippine military,Researchers from Trend Micro reveal the details of a campaign targeting the air-gapped networks of the Taiwanese and the Philippine military via the USBferry malware.,Targeted Attack,"O Public administration and defence, compulsory social security",CE,zdnet.com,"Trend Micro, USBferry, Tropic Trooper, KeyBoy",15,5,2020,Targeted Attack,12,1,Public Sector/ Government,12,0,1,0,0,0,0,1
?,"Healthcare, government entities, financial institutions, and retail","The FBI issues a security alert about a new ransomware strain named ProLock, deployed in intrusions at healthcare, government entities, financial institutions, and retail.",Malware,Y Multiple Industries,CC,zdnet.com,"FBI, ProLock, ransomware",4,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Nipissing First Nation,Nipissing First Nation is hit by a ransomware attack.,Malware,U Activities of extraterritorial organizations and bodies,CC,databreaches.net,"Nipissing First Nation, ransomware",8,5,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,0,1,0,0
Powerful Greek Army,North Macedonia’s Ministry of Economy and Finance,"A Greek group called Powerful Greek Army leaks dozens of email addresses and passwords from staffers in the North Macedonia’s Ministry of Economy and Finance, as well as from the municipality of Strumica",Unknown,"O Public administration and defence, compulsory social security",H,databreaches.net,"Powerful Greek Army, North Macedonia’s Ministry of Economy and Finance, Strumica",10,5,2020,Unknown,13,3,Public Sector/ Government,12,0,0,0,1,0,0,1
?,Bernards Township,Bernards Township is hit with a ransomware attack.,Malware,"O Public administration and defence, compulsory social security",CC,databreaches.net,"Bernards Township, ransomware",11,5,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,BlockFi,"Crypto lending provider BlockFi reports that it suffered a data breach after, some of the company’s client data was breached through a SIM card swap attack performed on one of its employees.",Account Hijacking,V Fintech,CC,cointelegraph.com,"BlockFi, Crypto",14,5,2020,Account Hijacking,1,0,Financial Services,4,0,0,0,0,1,0,0
?,Single Individuals in the US,Researchers from the advocacy group Abuse.ch discover a COVID-19-related malspam campaign that impersonates the U.S. Treasury Department and more than likely looks to steal a taxpayer’s credentials using a remote access trojan.,Account Hijacking,X Individual,CC,scmagazine.com,"COVID-19, Abuse.ch, U.S. Treasury Department",14,5,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,9 million customers of the CDEK Express transportation service,Data belonging to nine million customers of the CDEK Express transportation service was is up for sale on the Web for 70 thousand rubles ($950).,Unknown,H Transportation and storage,CC,databreaches.net,CDEK Express,14,5,2020,Unknown,13,0,Transportation,15,0,0,0,1,0,0,0
?,Covve,"Covve, the popular address book app, is identified as the source of a data breach that exposed the details of nearly 23 million individuals.",Unknown,J Information and communication,CC,databreaches.net,Covve,14,5,2020,Unknown,13,0,Information/ Communication,7,0,0,0,1,0,0,0
?,Undisclosed Target,Researchers from Cofense discover a phishing tactic that leverages the OAuth2 framework and OpenID Connect (OIDC) protocol to access user data.,Account Hijacking,Z Unknown,CC,helpnetsecurity.com,"Cofense, OAuth2, OpenID Connect",18,5,2020,Account Hijacking,1,0,Other,10,0,0,0,0,1,0,0
NetWalker,Multiple organizations,Researchers at Trend Micro discover a new fileless version of the NetWalker ransomware.,Malware,Y Multiple Industries,CC,scmagazine.com,"Trend Micro, NetWalker, Ransomware",18,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,1
?,EasyJet,"EasyJet admits that a ""highly sophisticated cyber-attack"" has affected approximately nine million customers. Email addresses and travel details have also been stolen and 2,208 customers had also their credit and debit card details ""accessed"". The attack was discovered on January.",Targeted Attack,H Transportation and storage,CC,bbc.com,EasyJet,19,5,2020,Targeted Attack,12,0,Transportation,15,0,0,0,1,0,0,0
?,Multiple organizations,"Microsoft's Security Intelligence team warns of a ""massive"" COVID-19 themed phishing campaign that attempts to install NetSupport Manager, a remote access tool, by tricking users into opening email attachments containing malicious Excel 4.0 macros.",Malware,Y Multiple Industries,CC,zdnet.com,"Microsoft, COVID-19, NetSupport Manager, Excel",19,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Banking users,"Researchers from Malwarebytes and HYAS reveal the details of Silent Night, a botnet distributed via the RIG exploit kit and COVID-19 spam.",Malware,K Financial and insurance activities,CC,zdnet.com,"Malwarebytes, HYAS, Silent Night, RIG exploit kit, COVID-19",19,5,2020,Malware,8,0,Financial Services,4,0,0,0,0,1,0,0
?,"Thai users of Whatsapp, Facebook Messenger","Researches from Cisco Talos reveal the details of WolfRAT, a new Trojan targeting Thai users of Whatsapp, Facebook Messenger, and Line messaging apps on the Android mobile platform.",Malware,X Individual,CC,zdnet.com,"Cisco Talos, WolfRAT, Whatsapp, Facebook Messenger",19,5,2020,Malware,8,0,Multiple Industries,9,0,1,0,0,0,0,0
Scattered Canary,Single Individuals,"Researchers from Agari discover Scattered Canary, a group of business email compromise (BEC) Nigerian scammers targeting U.S. unemployment systems and COVID-19 relief funds provided through the CARES Act.",Business Email Compromise,X Individual,CC,bleepingcomputer.com,"Agari, Scattered Canary, BEC, COVID-19, CARES Act",19,5,2020,Social Engineering,10,0,Multiple Industries,9,0,0,0,0,1,0,1
?,Undisclosed Target,"Researchers from Abnormal Security reveal the detail of a new campaign impersonating the collaboration software provider, LogMeIn.",Account Hijacking,Z Unknown,CC,abnormalsecurity.com,"Abnormal Security, LogMeIn",19,5,2020,Account Hijacking,1,0,Other,10,0,0,0,0,1,0,0
Winnti Group,Massively multiplayer online (MMO) game developers located in South Korea and Taiwan,"Cybersecurity firm ESET releases a report on the Winnti APT group, using PipeMon, a new, modular malware on the systems of several massively multiplayer online (MMO) game developers located in South Korea and Taiwan.",Targeted Attack,R Arts entertainment and recreation,CE,zdnet.com,"ESET, Winnti, PipeMon",20,5,2020,Targeted Attack,12,1,Arts/ Entertainment,1,0,1,0,0,0,0,1
ShinyHunters,Wishbone,"ShinyHunters puts up for sale the details of 40 million users registered on Wishbone, a popular mobile app that lets users compare two items in a simple voting poll.",Unknown,M Professional scientific and technical activities,CC,zdnet.com,"ShinyHunters, Wishbone",20,5,2020,Unknown,13,0,Information/ Communication,7,0,0,0,0,1,0,1
?,"Banking users in the U.S., Canada, Germany, Poland, and Australia",Researchers from Proofpoint reveal the details of a new version of the ZLoader banking malware seen in more than 100 email campaigns since the beginning of the year.,Malware,K Financial and insurance activities,CC,bleepingcomputer.com,"Proofpoint, ZLoader",20,5,2020,Malware,8,0,Financial Services,4,0,0,0,0,1,0,0
CyberWare,Scam companies,A group of hackers calling themselves CyberWare starts targeting scam companies with ransomware and DDoS attacks.,Malware,S Other service activities,CC,bleepingcomputer.com,CyberWare,20,5,2020,Malware,8,0,Other,10,0,0,0,0,1,0,1
?,Multiple organizations,The FBI issues a security alert about Zoom-bombing.,Zoom bombing,Y Multiple Industries,CC,infosecurity-magazine.com,"FBI, Zoom bombing",20,5,2020,Denial of Service,5,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Multiple organizations,"Researchers from Sophos reveal the details of RagnarLocker, a new ransomware installing virtual machines to avoid detection.",Malware,Y Multiple Industries,CC,news.sophos.com,"Sophos, RagnarLocker, ransomware",21,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
Hackers of Savior,2000 Israeli websites,"More than 2000 Israeli websites are defaced to show an anti-Israeli message and with malicious code seeking permission to access visitors' webcams. Most of the websites were hosted on uPress, a local Israeli WordPress hosting service.",Defacement,Y Multiple Industries,H,zdnet.com,"uPress, Hackers of Savior",21,5,2020,Defacement,4,3,Multiple Industries,9,0,1,0,0,0,0,1
"Ke3chang (AKA APT15, Vixen Panda, Playful Dragon, and Royal APT)",Multiple organizations,"Researchers from Intezer discover a new operation from the Ke3chang APT, using a new malware dubbed Ketrum.",Targeted Attack,Y Multiple Industries,CE,bleepingcomputer.com,"Intezer, Ke3chang APT, Ketrum, APT15, Vixen Panda, Playful Dragon, Royal APT",21,5,2020,Targeted Attack,12,1,Multiple Industries,9,0,0,0,0,1,0,1
?,Multiple organizations,"Researchers from Armorblox discover a new campaign in disguise of the Supreme Court, using a CAPTCHA page to evade security controls on Office 365.",Account Hijacking,Y Multiple Industries,CC,bleepingcomputer.com,"Armorblox, Supreme Court, CAPTCHA, Office 365",21,5,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
Chafer APT,Governments in Kuwait and Saudi Arabia,"Researchers from BitDefender reveal the details of the Iran-linked Chafer APT group, targeting governments in Kuwait and Saudi Arabia",Targeted Attack,"O Public administration and defence, compulsory social security",CE,securityaffairs.co,"Chafer APT, Iran, BitDefender",21,5,2020,Targeted Attack,12,1,Public Sector/ Government,12,0,1,0,0,0,0,1
?,Multiple organizations,"Researchers from Trustwave uncover a new phishing campaigns, taking advantage of “the reputation and services” of the Google Cloud’s Firebase mobile and web application development platform.",Account Hijacking,Y Multiple Industries,CC,scmagazine.com,"Trustwave, Google Cloud, Firebase",21,5,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
LulzSecITA,San Raffaele Hospital,"Hackers from LulzSecITA leak sensitive data from the San Raffaele Hospital in Milan. Data includes personal details of patients, doctors, nurses, and various employees. The breach occurred two months ago.",SQL Injection,Q Human health and social work activities,H,technadu.com,"LulzSecITA, San Raffaele",22,5,2020,Vulnerability Exploitation,14,3,Healthcare/ Social Services,5,0,0,0,1,0,0,1
ShinyHunters,Mathway,"ShinyHunters breaches Mathway, a popular math solving application, stealing more than 25 million emails and passwords.",Unknown,M Professional scientific and technical activities,CC,zdnet.com,"ShinyHunters, Mathway",22,5,2020,Unknown,13,0,Information/ Communication,7,0,0,0,0,1,0,1
?,Multiple organizations,Researchers from Sentinel One discover a new version of the Sarwent malware that opens RDP (Remote Desktop Protocol) ports on infected computers.,Malware,Y Multiple Industries,CC,zdnet.com,"Sentinel One, Sarwent, RDP, Remote Desktop Protocol",22,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,2 million Indonesians,A threat actor shares the 2014 voter information for close to 2 million Indonesians on a hacker forum.,Unknown,X Individual,CC,bleepingcomputer.com,Indonesia,22,5,2020,Unknown,13,0,Multiple Industries,9,0,1,0,0,0,0,0
?,EduCBA,Online education site EduCBA starts notifying customers that they are resetting their passwords after suffering a data breach.,Unknown,P Education,CC,bleepingcomputer.com,EduCBA,22,5,2020,Unknown,13,0,Education,2,0,1,0,0,0,0,0
?,Italian companies operating in the manufacturing sector.,Researchers from ZLab discover a new malicious espionage activity targeting Italian companies operating worldwide in the manufacturing sector.,Targeted Attack,C Manufacturing,CE,securityaffairs.co,ZLab,22,5,2020,Targeted Attack,12,1,Manufacturing/ Energy,8,0,0,0,1,0,0,0
?,Unknown resume aggregator,"Researchers from Cyble discover a dump containing 29.1M Indian jobseekers personal details, offered for free in the hacking underground.",Unknown,M Professional scientific and technical activities,CC,securityaffairs.co,Cyble,23,5,2020,Unknown,13,0,Information/ Communication,7,0,1,0,0,0,0,0
?,Multiple organizations,"Researchers from Malwarebytes and HYAS publish a new report related to a new botnet, derived from Zeus, dubbed Silent Night Zeus.",Malware,Y Multiple Industries,CC,securityaffairs.co,"Malwarebytes, HYAS, Zeus, Silent Night Zeus.",23,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
DoubleGun,Multiple organizations in China,"Researchers from NetLab 360 dismantle the infrastructure built by the DoubleGun Group, which had amassed hundreds of thousands of bots controlled via public cloud services, including Alibaba and Baidu Tieba.",Malware,Y Multiple Industries,CC,threatpost.com,"NetLab 360, DoubleGun Group, Alibaba, Baidu Tieba",23,5,2020,Malware,8,0,Multiple Industries,9,0,1,0,0,0,0,1
?,Multiple Crypto wallets,"The hacker that breached the Ethereum.org forum is allegedly selling the databases of several popular crypto hard wallets, including: Ledger, Trezor, and KeepKey.",Account Hijacking,V Fintech,CC,cointelegraph.com,"Ethereum.org, Ledger, Trezor, KeepKey, Crypto",24,5,2020,Account Hijacking,1,0,Financial Services,4,0,0,0,0,1,0,0
?,Discord users,A new version of the AnarchyGrabber Discord malware is released that modifies the Discord client files so that it can evade detection and steal user accounts every time someone logs into the chat service.,Malware,X Individual,CC,bleepingcomputer.com,"AnarchyGrabber, Discord",24,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,"Three hacking forums Nulled.ch, Sinfulsite.com, and suxx.to leaked online","Researchers from Cyble discover the databases of three hacking forums Nulled.ch, Sinfulsite.com, and suxx.to leaked online",Unknown,S Other service activities,CC,securityaffairs.co,"Nulled.ch, Sinfulsite.com, suxx.to, Cyble",24,5,2020,Unknown,13,0,Other,10,0,0,0,0,1,0,0
[F]Unicorn,Single individuals in Italy,"The Agency for Digital Italy (AgID) discovers a new ransomware threat called [F]Unicorn, encrypting computers in Italy by tricking victims into downloading a fake COVID-19 contact tracing app.",Malware,X Individual,CC,bleepingcomputer.com,"Agency for Digital Italy (AgID), [F]Unicorn, COVID-19",25,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,1,0,0,1
?,More than two dozen SQL databases,More than two dozen SQL databases stolen from online shops in various countries are being offered for sale on a public website (over 1.5 million rows).,Unknown,Y Multiple Industries,CC,bleepingcomputer.com,SQL,25,5,2020,Unknown,13,0,Multiple Industries,9,0,0,0,0,1,0,0
Turla,"Three high-profile entities, such as a national parliament in the Caucasus and two Ministries of Foreign Affairs in Eastern Europe","Security researchers from ESET have discovered new attacks carried out by Turla via the ComRAT backdoor, taking place in January 2020. The attacks targeted three high-profile entities, such as a national parliament in the Caucasus and two Ministries of Foreign Affairs in Eastern Europe.",Targeted Attack,"O Public administration and defence, compulsory social security",CE,zdnet.com,"ESET, Turla",26,5,2020,Targeted Attack,12,1,Public Sector/ Government,12,0,0,0,0,1,0,1
?,Arbonne International,Arbonne International exposes the personal information and credentials of thousands after its internal systems were breached by an unauthorized party.,Account Hijacking,M Professional scientific and technical activities,CC,bleepingcomputer.com,Arbonne International,26,5,2020,Account Hijacking,1,0,Information/ Communication,7,0,0,0,0,1,0,0
?,Banking users in Portugal,A new version of the Grandoreiro malware is discovered In Portugal.,Malware,K Financial and insurance activities,CC,securityaffairs.co,Grandoreiro,26,5,2020,Malware,8,0,Financial Services,4,0,0,0,1,0,0,0
NetWalker,City of Weiz,The Austrian City of Weiz is hit by the NetWalker Ransomware.,Malware,"O Public administration and defence, compulsory social security",CC,cointelegraph.com,"City of Weiz, ransomware, NetWalker",27,5,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,1,0,0,1
PonyFinal,Multiple Organizations,Microsoft's security team issues an advisory warning organizations around the globe to deploy protections against PonyFinal a new strain of ransomware that has been in the wild over the past two months.,Malware,Y Multiple Industries,CC,zdnet.com,"Microsoft, PonyFinal",27,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,1
?,LiveJournal,"Blogging platform LiveJournal appears to have suffered a security breach in 2014, and multiple hackers are selling the company's user database on the dark web and on hacking forums (26 million users).",Unknown,J Information and communication,CC,zdnet.com,LiveJournal,27,5,2020,Unknown,13,0,Information/ Communication,7,0,0,0,1,0,0,0
?,Undisclosed Target,Researchers from Abnormal Security reveal the details of a new campaign impersonating AWS notifications.,Account Hijacking,Z Unknown,CC,techrepublic.com,"AWS, Abnormal Security",27,5,2020,Account Hijacking,1,0,Other,10,0,0,0,0,1,0,0
?,47.5 million Indian Truecaller users,"Researchers from Cyble discover the data of 47.5 million Indian users, apparently leaked on the dark web allegedly originated from the famous caller-ID app, Truecaller.",Unknown,X Individual,CC,hackread.com,"Cyble, Truecaller",27,5,2020,Unknown,13,0,Multiple Industries,9,0,1,0,0,0,0,0
"""Hack-for-hire"" groups operating in India","Employees at financial services, consulting and healthcare firms around the world","""Hack-for-hire"" groups operating in India are spoofing World Health Organization emails to steal credentials from employees at financial services, consulting and healthcare firms around the world, according to Google's Threat Analysis Group.",Account Hijacking,Y Multiple Industries,CC,govinfosecurity.com,Google's Threat Analysis Group,27,5,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,1
?,Cisco Systems,"Cisco discloses a security breach that impacted a small part of its backend infrastructure: hackers used a vulnerability in the SaltStack software package, which Cisco bundles with some products, to gain access to six servers:",Vulnerability,J Information and communication,CC,zdnet.com,"Cisco Systems, Salt, CVE-2020-11651, CVE-2020-11652",28,5,2020,Vulnerability Exploitation,14,0,Information/ Communication,7,0,0,0,0,1,0,0
?,NTT,"Nippon Telegraph & Telephone (NTT discloses a security breach. Hackers gained access to its internal network from Singapore and stole information on 621 customers from its communications subsidiary, NTT Communications.",Targeted Attack,J Information and communication,CE,zdnet.com,"NTT, NTT Communications",28,5,2020,Targeted Attack,12,1,Information/ Communication,7,0,1,0,0,0,0,0
?,Github users,"GitHub issues a security alert warning about Octopus Scanner, a new malware strain that's been spreading on its site via 26 boobytrapped Java projects.",Malware,Y Multiple Industries,CC,zdnet.com,"GitHub, Octopus Scanner",28,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
Sandworm AKA BlackEnergy,Multiple organizations,"The US National Security Agency (NSA publishes a security alert warning of a new wave of cyberattacks against Exim email servers, exploiting CVE-2019-10149, conducted by Sandworm.",Targeted Attack,Y Multiple Industries,CE,zdnet.com,"US National Security Agency, NSA, Exim, CVE-2019-10149, Sandworm, BlackEnergy",28,5,2020,Targeted Attack,12,1,Multiple Industries,9,0,0,0,0,1,0,1
?,Multiple organizations,Researchers from Cybereason discover a new variant of the Valak malware targeting Microsoft Exchange.,Malware,Y Multiple Industries,CC,zdnet.com,"Valak, Cybereason, Microsoft Exchange",28,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
Netwalker,Michigan State University,The operators of the NetWalker (Mailto) ransomware announce that they've infected the network of Michigan State University,Malware,P Education,CC,zdnet.com,"NetWalker, Mailto, ransomware, Michigan State University",28,5,2020,Malware,8,0,Education,2,0,0,0,0,1,0,1
?,Multiple organizations,"Researchers at Palo Alto reveal the details of a new version of the Trickbot malware, providing a better method of evading detection.",Malware,Y Multiple Industries,CC,zdnet.com,"Palo Alto Networks, Unit 42, Trickbot",28,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Valorant Players,"Researchers from Dr.Web discover fake Android and iOS Valorant apps, promoting scams.",Malware,R Arts entertainment and recreation,CC,bleepingcomputer.com,"Valorant, Dr.Web, iOS, Android",28,5,2020,Malware,8,0,Arts/ Entertainment,1,0,0,0,0,1,0,0
?,Undisclosed Target,Researchers from Abnormal Security reveal the details of a new campaign impersonating the World Health Organization.,Account Hijacking,Z Unknown,CC,techrepublic.com,"COVID-19, Abnormal Security, WHO, World Health organization",28,5,2020,Account Hijacking,1,0,Other,10,0,0,0,0,1,0,0
?,City government systems in Minneapolis,City government systems in Minneapolis are taken down by a DDoS attack.,DDoS,"O Public administration and defence, compulsory social security",H,thehill.com,Minneapolis,28,5,2020,Denial of Service,5,3,Public Sector/ Government,12,0,0,0,0,1,0,0
?,Single Individuals in India,"Security researchers from SonicWall discover fake malicious versions of Aarogya Setu, the Indian government’s coronavirus contact tracing mobile application.",Malware,X Individual,CC,livemint.com,"SonicWall, Aarogya Setu, COVID-19",28,5,2020,Malware,8,0,Multiple Industries,9,0,1,0,0,0,0,0
?,Amtrak,"The National Railroad Passenger Corporation (Amtrak) discloses a data breach that may have resulted in the compromise of customer personally identifiable information (PII). The data breach was discovered on April 16, 2020 and was carried out via compromised credentials.",Account Hijacking,H Transportation and storage,CC,zdnet.com,Amtrak,29,5,2020,Account Hijacking,1,0,Transportation,15,0,0,0,0,1,0,0
?,"Organizations in Japan, Italy, Germany and the UK","Researchers from Kaspersky identify a series of attacks on organizations in Japan, Italy, Germany and the UK. Up to 50% of the attackers’ targets are organizations in various industrial sectors.",Targeted Attack,M Professional scientific and technical activities,CC,bleepingcomputer.com,Kaspersky,29,5,2020,Targeted Attack,12,0,Information/ Communication,7,0,0,0,0,1,0,0
?,Multiple organizations,Researchers at ZLab discover a new campaign using COVID-19 lures (FMLA: Family and Medical Leave Act) to spread Himera and Absent-Loader.,Malware,Y Multiple Industries,CC,securityaffairs.co,"ZLab, COVID-19, FMLA, Family and Medical Leave Act, Himera, Absent-Loader.",29,5,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
Toogod,Department of Household Registration (Taiwan),Researchers from Cyble discover in the dark web a database containing details of over 20 Million Taiwanese citizens.,Unknown,"O Public administration and defence, compulsory social security",CC,securityaffairs.co,"Cyble, Department of Household Registration, Toogod",29,5,2020,Unknown,13,0,Public Sector/ Government,12,0,1,0,0,0,0,1
?,Emirates customers,Emirates airline warned passengers about the latest phishing email scam warning that flights have been cancelled because of COVID-19.,Account Hijacking,H Transportation and storage,CC,arabianbusiness.com,Emirates,30,5,2020,Account Hijacking,1,0,Transportation,15,0,1,0,0,0,0,0
?,Unpatched Wordpress sites,"Researchers from Wordfence reveal that Hackers launched a massive campaign against WordPress websites, attacking old vulnerabilities in unpatched plugins to download configuration files.",Vulnerability,Y Multiple Industries,CC,zdnet.com,"Wordfence, Wordpress",30,5,2020,Vulnerability Exploitation,14,0,Multiple Industries,9,0,0,0,0,1,0,0
Anonymous,Minneapolis Police Department,Anonymous takes down the Minneapolis Police Department website in retaliation for the murder of George Floyd.,DDoS,"O Public administration and defence, compulsory social security",H,variety.com,"Anonymous, Minneapolis Police Department, George Floyd",30,5,2020,Denial of Service,5,3,Public Sector/ Government,12,0,0,0,0,1,0,1
?,Single individuals in Italy,Researchers from D3Lab uncover a new COVID-19-themed phishing campaign targeting the users of the Italian National Institute for Social Security (INPS) and exploiting the COVID-19 measures.,Account Hijacking,X Individual,CC,securityaffairs.co,"D3Lab, COVID-19, INPS",30,5,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,1,0,0,0
Sekhmet,Excis,"Sekhmet ransomware operators claim to have hit an international IT firm, Excis.",Malware,M Professional scientific and technical activities,CC,databreaches.net,"Excis, Sekhmet, ransomware",30,5,2020,Malware,8,0,Information/ Communication,7,0,0,0,1,0,0,1
?,Coincheck,"Japanese cryptocurrency exchange Coincheck says hackers took control over its account at Oname.com, a local domain registrar and hijacked one of its domain names, which they later used to contact some of its customers.",Account Hijacking,V Fintech,CC,zdnet.com,"Coincheck, Oname.com, Crypto",31,5,2020,Account Hijacking,1,0,Financial Services,4,0,1,0,0,0,0,0
?,Genworth Financial,Fortune 500 insurance holding company Genworth Financial discloses a data breach after an unauthorized party gained access to insurance agents' online accounts using compromised login credentials. The breach was discovered by Genworth on April 20.,Account Hijacking,K Financial and insurance activities,CC,bleepingcomputer.com,Genworth Financial,14,5,2020,Account Hijacking,1,0,Financial Services,4,0,0,0,0,1,0,0
?,Everett & Hurite Ophthalmic Association,"Everett & Hurite Ophthalmic Association notifies 34,113 patients of a phishing attack occurred between February and March 2020.",Account Hijacking,Q Human health and social work activities,CC,databreaches.net,Everett & Hurite Ophthalmic Association,22,5,2020,Account Hijacking,1,0,Healthcare/ Social Services,5,0,0,0,0,1,0,0
?,Kent Commercial Services,"Kent Commercial Services reveal to have been hit with a ransomware attack on April 2. The attackers demanded 800,000 GBP.",Malware,N Administrative and support service activities,CC,bbc.com,"Kent Commercial Services, ransomware",1,6,2020,Malware,8,0,Public Sector/ Government,12,0,0,0,1,0,0,0
?,Multiple organizations,"Researchers from Panda Security uncover BazarBackdoor, a new malware sharing code with the notorious modular banking trojan TrickBot and is used to gain unauthorized access to and compromise corporate networks.",Malware,Y Multiple Industries,CC,scmagazine.com,"Panda Security, BazarBackdoor, TrickBot",1,6,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Minnesota Senate,"The Minnesota Senate’s servers are hacked, and the attackers are able to access a file of passwords used by senators and staff, Senate officials.",Unknown,"O Public administration and defence, compulsory social security",CC,govtech.com,Minnesota Senate,2,6,2020,Unknown,13,0,Public Sector/ Government,12,0,0,0,0,1,0,0
?,Kentucky Employees’ Health Plan (KEHP),Nearly a thousand members of Kentucky Employees’ Health Plan (KEHP) are victims of two connected data breaches that took place in late April and mid-May.,Account Hijacking,Q Human health and social work activities,CC,govtech.com,"Kentucky Employees’ Health Plan, KEHP",2,6,2020,Account Hijacking,1,0,Healthcare/ Social Services,5,0,0,0,0,1,0,0
Sodinokibi AKA REvil,Agromart Group,The gang behind the Sodinokibi ransomware puts on sale on an auction site the data stolen for Agromart Group.,Malware,M Professional scientific and technical activities,CC,databreaches.net,"Sodinokibi, Agromart Group, ransomware",2,6,2020,Malware,8,0,Information/ Communication,7,0,0,0,0,1,0,1
